substance,cscn,csa_schedule,narcotic,other_names
Codeine & isoquinoline alkaloid 90 mg/du,9803,III,Y,Codeine with papaverine or noscapine
Codeine combination product 90 mg/du,9804,III,Y,Empirin; Fiorinal; Tylenol; ASA or APAP w/codeine
Codeine methylbromide Codeine preparations - 200 mg/(100 ml or 100 gm),9070,I,Y,Cosanyl; Robitussin A-C; Cheracol; Cerose; Pediacof
Codeine-N-oxide,9053,I,Y,
"CP-47,497 (5-(1,1-Dimethylheptyl)-2-[(1R,3S)-3-hydroxycyclohexy]-phenol)",7000,I,N,Prior drug code 7297 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
"CP-47,497 C8 Homologue (5-(1,1-dimethyloctyl)-2-[(1R,3S)3-hydroxycyclohexyl]-phenol)",7000,I,N,Prior drug code 7298 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
Crotonyl fentanyl ((E)-N-(1-phenethylpiperidin-4-yl)-N-phenylbut-2-enamide),9844,I,Y,
"CUMYL-PEGACLONE (5-pentyl-2-(2-phenylpropan-2-yl)pyrido[4,3-b]indol-1-one)",7093,I,N,CUMYL-PEGACLONE; SGT-151
Cyclopentyl fentanyl,9847,I,Y,N-(1-Phenethylpiperidin-4-yl)-N-phenylcyclopentanecarboxamide
Cyclopropyl Fentanyl,9845,I,Y,N-(1-Phenethylpiperidin-4-yl)-N-phenylcyclopropanecarboxamide
Cyprenorphine,9054,I,Y,
"Daridorexant ([(S)-2-(5-chloro-4-methyl-1H benzo[d]imidazol-2-yl)-2methylpyrrolidin-1-yl](5-methoxy-2-(2H-1,2,3-triazol-2-yl)phenyl)methanone)",2410,IV,N,QUVIVIQ
"Dehydrochloromethyltestosterone (4-chloro-17β-hydroxy-17α-methyl-androst-1,4-dien-3-one)",4000,III,N,Oral-Turinabol
Delorazepam,2754,IV,N,
Desomorphine,9055,I,Y,
Desoxymethyltestosterone (17α-methyl-5α-androst-2-en-17β-ol),4000,III,N,Madol
Dextromoramide,9613,I,Y,Palfium; Jetrium; Narcolo
Dextropropoxyphene dosage forms,9278,IV,Y,Darvon; propoxyphene; Darvocet; Propacet
"Dextropropoxyphene, bulk (non-dosage forms)",9273,II,Y,Propoxyphene
Diampromide,9615,I,Y,
Diazepam,2765,IV,N,Valium; Diastat
Dichloralphenazone,2467,IV,N,Midrin; dichloralantipyrine
"Diclazepam (7-chloro-5-(2-chloro-5-(2-chlorophenyl)-1-methyl-1,3-dihydro-2H-benzo[e][1,4]diazepin-2-one)",2789,I,N,
Diethylpropion,1610,IV,N,Tenuate; Tepanil
Diethylthiambutene,9616,I,Y,
Diethyltryptamine,7434,I,N,"DET, N,N-diethyltryptamine (Positional Isomer: N-Methyl-N-isopropyltryptamine (MiPT))"
Difenoxin,9168,I,Y,Lyspafen
Difenoxin 1 mg/25 ug AtSO4/du Difenoxin preparations - 0.5 mg/25 ug AtSO4/du,9167,IV,Y,Motofen Motofen
Dihydrocodeine,9120,II,Y,Didrate; Parzone
Dihydrocodeine combination product 90 mg/du Dihydrocodeine preparations 100mg/(100 ml or 100 gm),9807,III,Y,"Synalgos-DC; Compal Cophene-S, various others"
Dihydroetorphine,9334,II,Y,DHE
Dihydromorphine,9145,I,Y,
Dimenoxadol,9617,I,Y,
Dimepheptanol,9618,I,Y,
Dimethylthiambutene,9619,I,Y,
Dimethyltryptamine,7435,I,N,DMT
Dioxaphetyl butyrate,9621,I,Y,
Diphenoxylate,9170,II,Y,
Dipipanone,9622,I,Y,Dipipan; phenylpiperone HCl; Diconal; Wellconal
Dronabinol (synthetic) in sesame oil in soft gelatin capsule as approved by FDA,7369,III,N,Marinol; synthetic THC in sesame oil/soft gelatin as approved by FDA
Dronabinol in an oral solution in a drug product approved for marketing by the U.S. Food and Drug Administration,7365,II,N,Syndros
Drostanolone (17β-hydroxy-2α-methyl-5α-androstan-3-one),4000,III,N,Drolban; Masterid; Permastril
Drotebanol,9335,I,Y,Metebanyl; oxymethebanol
Ecgonine,9180,II,Y,"Cocaine precursor, in Coca leaves"
Eluxadoline,9725,IV,N,VIBERZI
Embutramide,2020,III,N,Tributane
Estazolam,2756,IV,N,ProSom; Domnamid; Eurodin; Nuctalon
"Estra-4,9,11-triene-3,17-dione",4000,III,N,
Ethchlorvynol,2540,IV,N,Placidyl
Ethinamate,2545,IV,N,Valmid; Valamin
"Ethyl 2-(1-(5-fluoropentyl)-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate",7036,I,N,5F-EDMB-PINACA
Ethyl loflazepate,2758,IV,N,
Ethylestrenol (17α-ethyl-17β-hydroxyestr-4-ene),4000,III,N,Maxibolin; Orabolin; Durabolin-O; Duraboral
Ethylmethylthiambutene,9623,I,Y,
Ethylmorphine,9190,II,Y,Dionin
Ethylmorphine combination product 15 mg/du Ethylmorphine preparations 100 mg/(100 ml or 100 gm),9808,III,Y,
Ethylone,7547,I,N,"1-(1,3-Benzodioxol-5-yl)-2-(ethylamino)propan-1-one; 3,4-methylenedioxy-N-ethylcathinone; bk-MDEA; MDEC"
Ethylphenidate (ethyl 2-phenyl-2-(piperidin-2-yl)acetate),1727,I,N,
"Etizolam (4-(2-chlorophenyl)-2-ethyl-9-methyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2780,I,N,
"Etodesnitazene; etazene (2-(2-(4-ethoxybenzyl)-1H-benzimidazol-1-yl)-N,N-diethylethan-1-amine)",9765,I,Y,
Etonitazene,9624,I,Y,
Etorphine (except HCl),9056,I,Y,
Etorphine HCl,9059,II,Y,M 99
Etoxeridine,9625,I,Y,
Eutylone,7549,I,N,"1-(1,3-Benzodioxol-5-yl)-2-(ethylamino)butan-1-one; bk-EBDB"
Ezogabine,2779,V,N,Potiga
Fencamfamin,1760,IV,N,Reactivan
Fenethylline,1503,I,N,Captagon; amfetyline; ethyltheophylline amphetamine
Fenproporex,1575,IV,N,Gacilin; Solvolip
Fentanyl,9801,II,Y,Duragesic; Oralet; Actiq; Sublimaze; Innovar
Fentanyl carbamate (ethyl (1-phenethylpiperidin-4-yl)(phenyl)carbamate),9851,I,Y,
Fentanyl-related substances as defined in 21 CFR 1308.11(h),9850,I,Y,
"Flualprazolam (8-chloro-6-(2-fluorophenyl)-1-methyl-4H-benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2785,I,N,
"Flubromazolam (8-bromo-6-(2-fluorophenyl)-1-methyl-4H-benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2788,I,N,"8-Bromo-6-(2-fluorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine"
Fludiazepam,2759,IV,N,
"Flunitazene (N,N-diethyl-2-(2-(4-fluorobenzyl)-5-nitro-1H-benzimidazol-1-yl)ethan-1-amine)",9756,I,Y,
Flunitrazepam,2763,IV,N,Rohypnol; Narcozep; Darkene; Roipnol
"Fluoxymesterone (9-fluoro-17α-methyl-11β,17β-dihydroxyandrost-4-en-3-one)",4000,III,N,Anadroid-F; Halotestin; Ora-Testryl
Flurazepam,2767,IV,N,Dalmane
"Formebolone (2-formyl-17α-methyl-11α,17β-dihydroxyandrost-1,4-dien-3-one)",4000,III,N,Esiclene; Hubernol
Fospropofol,2138,IV,N,Lusedra
Furanyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylfuran-2-carboxamide),9834,I,Y,
"Furazabol (17α-methyl-17β-hydroxyandrostano[2,3-c]-furazan)",4000,III,N,Frazalon; Miotolon; Qu Zhi Shu
Furethidine,9626,I,Y,
Gamma Hydroxybutyric Acid,2010,I,N,GHB; gamma hydroxybutyrate; sodium oxybate
Gamma Hydroxybutyric Acid preparations,2012,III,N,Xyrem
Ganaxolone (3α-hydroxy-3β-methyl-5α-pregnan-20-one),2401,V,N,
Glutethimide,2550,II,N,Doriden; Dorimide
Halazepam,2762,IV,N,Paxipam
Haloxazolam,2771,IV,N,
Heroin,9200,I,Y,Diacetylmorphine; diamorphine
Hydrocodone,9193,II,Y,Dihydrocodeinone
Hydromorphinol,9301,I,Y,
Hydromorphone,9150,II,Y,Dilaudid; dihydromorphinone
Hydroxypethidine,9627,I,Y,
Ibogaine,7260,I,N,"Constituent of ""Tabernanthe iboga"" plant"
Isobutyryl fentanyl,9827,I,Y,N-(1-phenethylpiperidin-4-yl)-N-phenylisobutyramide
Isomethadone,9226,II,Y,Isoamidone
"Isotonitazene (N,N-diethyl-2-(2-(4 isopropoxybenzyl)-5-nitro-1H-benzimidazol-1-yl)ethan-1-amine)",9614,I,Y,"N,N-Diethyl-2-[[4-(1-methylethoxy)phenyl]methyl]-5-nitro-1H-benzimidazole-1-ethanamine"
Isovaleryl fentanyl (3-methyl-N-(1-phenethylpiperidin-4-yl)-N-phenylbutanamide),9862,I,Y,
JWH-018 (also known as AM678) (1-pentyl-3-(1-naphthoyl)indole),7118,I,N,
JWH-019 (1-hexyl-3-(1-naphthoyl)indole),7000,I,N,Prior drug code 7019 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
JWH-073 (1-butyl-3-(1-naphthoyl)indole),7000,I,N,Prior drug code 7173 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
JWH-081 (1-pentyl-3-(1-(4-methoxynaphthoyl)indole)),7000,I,N,Prior drug code 7081 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
JWH-122 (1-Pentyl-3-(4-methyl-1-naphthoyl)indole),7000,I,N,Prior drug code 7122 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
JWH-200 (1-[2-(4-Morpholinyl)ethyl]-3-(1-naphthoyl)indole),7000,I,N,Prior drug code 7200 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
JWH-203 (1-Pentyl-3-(2-chlorophenylacetyl)indole),7000,I,N,Prior drug code 7203 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
JWH-250 (1-Pentyl-3-(2-methoxyphenylacetyl)indole),7000,I,N,Prior drug code 6250 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
JWH-398 (1-Pentyl-3-(4-chloro-1-naphthoyl)indole),7000,I,N,Prior drug code 7398 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
Ketamine,7285,III,N,Ketaset; Ketalar; Special K; K
Ketazolam,2772,IV,N,Anxon; Loftran; Solatran; Contamex
Ketobemidone,9628,I,Y,Cliradon
Lacosamide,2746,V,N,Vimpat
"Lasmiditan [2,4,6-trifluoro-N-(6-(1-methylpiperidine-4-carbonyl)pyridine-2-yl-benzamide]",2790,V,N,Reyvow
Lemborexant,2245,IV,N,"(1R,2S)-2-[(2,4-Dimethylpyrimidin-5-yl)oxymethyl]-2-(3-fluorophenyl)-N-(5-fluoropyridin-2-yl)cyclopropane-1-carboxamide"
Levo-alphacetylmethadol,9648,II,Y,LAAM; long acting methadone; levomethadyl acetate
Levomethorphan,9210,II,Y,
Levomoramide,9629,I,Y,
Levophenacylmorphan,9631,I,Y,
Levorphanol,9220,II,Y,Levo-Dromoran
Lisdexamfetamine,1205,II,N,Vyvanse
Loprazolam,2773,IV,N,
Lorazepam,2885,IV,N,Ativan
Lorcaserin,1625,IV,N,Belviq
Lormetazepam,2774,IV,N,Noctamid
Lysergic acid,7300,III,N,LSD precursor
Lysergic acid amide,7310,III,N,LSD precursor
Lysergic acid diethylamide,7315,I,N,LSD; lysergide
"MAB-CHMINACA (N-(1-amino-3,3dimethyl-1-oxobutan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide)",7032,I,N,MAB-CHMINACA; ADB-CHMINACA
Marihuana,7360,I,N,Cannabis; marijuana
Marihuana Extract,7350,I,N,
"Marijuana extract, as defined in 21 CFR 1308.11(d)(58), in a U.S. Food and Drug Administration approved product or subject to a state medical marijuana license",7353,III,N,
"Marijuana, as defined in 21 U.S.C. 802(16), in a U.S. Food and Drug Administration approved product or subject to a state medical marijuana license",7362,III,N,
Mazindol,1605,IV,N,Sanorex; Mazanor
"MDMB-4en-PINACA (methyl 3,3-dimethyl-2-(1-(pent-4-en-1-yl)-1H-indazole-3-carboxamido)butanoate)",7090,I,N,MDMB-4en-PINACA
"MDMB–CHMICA; MMB–CHMINACA (methyl 2-(1-(cyclohexylmethyl)-1H-indole-3-carboxamido)-3,3-dimethylbutanoate)",7042,I,N,MDMB-CHMICA; MMB-CHMINACA
"MDMB–FUBINACA (methyl 2-(1-(4-fluorobenzyl)-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate)",7020,I,N,MDMB-FUBINACA (Positional Isomer: EMB-FUBINACA)
"MDPV (3,4-Methylenedioxypyrovalerone)",7535,I,N,"(Positional Isomers: 1-(1,3-benzodioxol-5-yl)-2-(cyclohexylamino)propan-1-one(n-cyclohexyl methylone or 3,4-methylenedioxy-α-cyclohexylaminopropiophenone) ; 1-(1,3-benzodioxol-4-yl)-2-(pyrrolidin-1-yl)pentan-1-one (2,3-methylenedioxy pyrovalerone)"
Mebutamate,2800,IV,N,Capla
Mecloqualone,2572,I,N,Nubarene
Medazepam,2836,IV,N,Nobrium
Mefenorex,1580,IV,N,Anorexic; Amexate; Doracil; Pondinil
Meperidine,9230,II,Y,Demerol; Mepergan; pethidine
Meperidine intermediate-A,9232,II,Y,Meperidine precursor
Meperidine intermediate-B,9233,II,Y,Meperidine precursor; normeperidine
Meperidine intermediate-C,9234,II,Y,Meperidine precursor
Mephedrone (4-Methyl-N-methylcathinone),1248,I,N,"4-MMC (Positional Isomers: Buphedrone, Ethcathinone, N,N-Dimethyl-cathinone)"
Meprobamate,2820,IV,N,Miltown; Equanil; Micrainin; Equagesic; Meprospan
Mescaline,7381,I,N,"Constituent of ""Peyote"" cacti"
"Mesocarb (N-phenyl-N'-(3-(1-phenylpropan-2-yl)-1,2,3-oxadiazol-3-ium-5-yl)carbamimidate)",1227,I,N,
Mestanolone (17α-methyl-17β-hydroxy-5α-androstan-3-one),4000,III,N,Assimil; Ermalone; Methybol; Tantarone
Mesterolone (1α-methyl-17β-hydroxy-5α-androstan-3-one),4000,III,N,Androviron; Proviron; Testiwop
meta-Fluorofentanyl (N-(3-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)propionamide),9857,I,Y,
meta-Fluorofuranyl fentanyl (N-(3-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)furan-2-carboxamide),9871,I,Y,
meta-Fluoroisobutyryl fentanyl (N-(3-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)isobutyramide),9858,I,Y,
Metazocine,9240,II,Y,
Methadone,9250,II,Y,Dolophine; Methadose; Amidone
"Methadone intermediate (4-cyano-2-dimethylamino-4,4-diphenylbutane)",9254,II,Y,Methadone precursor
Methamphetamine,1105,II,N,Desoxyn; D-desoxyephedrine; ICE; Crank; Speed
"Methandienone (17α-methyl-17β-hydroxyandrost-1,4-dien-3-one)",4000,III,N,Dianabol; Metabolina; Nerobol; Perbolin
"Methandriol (17α-methyl-3β,17β-dihydroxyandrost-5-ene)",4000,III,N,Sinesex; Stenediol; Troformone
Methaqualone,2565,I,N,Quaalude; Parest; Somnafac; Opitimil; Mandrax
"Methasterone (2α,17α-dimethyl-5α-androstan-17β-ol-3-one)",4000,III,N,"Methasterone; 2α,17α-dimethyl-17β-hydroxy-5α-androstan-3-one"
Methcathinone,1237,I,N,"N-Methylcathinone, ""cat"""
Methenolone (1-methyl-17β-hydroxy-5α-androst-1-en-3-one),4000,III,N,Primobolan; Primobolan Depot; Primobolan S
Methiopropamine (N-methyl-1-(thiophen-2-yl)propan-2-amine),1478,I,N,
Methohexital,2264,IV,N,Brevital
Methyl 2-(1-(4-fluorobenzyl)-1H-indazole-3-carboxamido)-3-methylbutanoate,7021,I,N,FUB–AMB; MMB– FUBINACA; AMB–FUBINACA
"Methyl 2-(1-(5-fluoropentyl)-1H-indole-3-carboxamido)-3,3-dimethylbutanoate",7041,I,N,5F-MDMB-PICA (Positional Isomer: 5F-EMB-PICA or 5-fluoro-EMB-PICA)
Methyldesorphine,9302,I,Y,
"Methyldienolone (17α-methyl-17β-hydroxyestra-4,9(10)-dien-3-one)",4000,III,N,
Methyldihydromorphine,9304,I,Y,
"Methylone (3,4-Methylenedioxy-N-methylcathinone)",7540,I,N,"(Positional Isomer: ￿2,3-methylenedioxymethcathinone (2,3-MDMC, 1-(benzo[d][1,3]dioxol-4-yl)-2-(methylamino)propan-1-one))"
Methylphenidate,1724,II,N,Concerta; Ritalin; Methylin
Methylphenobarbital (mephobarbital),2250,IV,N,Mebaral; mephobarbital
Methyltestosterone (17α-methyl-17β-hydroxyandrost-4-en-3-one),4000,III,N,Android; Oreton; Testred; Virilon
"Methyltrienolone (17α-methyl-17β-hydroxyestra-4,9,11-trien-3-one)",4000,III,N,Metribolone
Methyprylon,2575,III,N,Noludar
"Metodesnitazene (N,N-diethyl-2-(2-(4-methoxybenzyl)-1H-benzimidazol-1-yl)ethan-1-amine)",9764,I,Y,
"Metonitazene (N,N-diethyl-2-(2-(4-methoxybenzyl)-5-nitro-1H-benzimidazol-1-yl)ethan-1-amine)",9757,I,Y,
Metopon,9260,II,Y,
"Mibolerone (7α,17α-dimethyl-17β-hydroxyestr-4-en-3-one)",4000,III,N,Cheque; Matenon
Midazolam,2884,IV,N,Versed
MMB-CHMICA; AMB-CHMICA (methyl 2-(1-(cyclohexylmethyl)-1 H-indole-3-carboxamido)-3-methylbutanoate),7044,I,N,
MMB-FUBICA (methyl 2-(1-(4-fluorobenzyl)-1H-indole-3-carboxamido)-3-methyl butanoate),7095,I,N,MMB-FUBICA
Modafinil,1680,IV,N,Provigil
Moramide-intermediate,9802,II,Y,
Morpheridine,9632,I,Y,
Morphine,9300,II,Y,MS Contin; Roxanol; Oramorph; RMS; MSIR
Morphine combination product/50 mg/(100 ml or 100 gm),9810,III,Y,
Morphine methylbromide,9305,I,Y,
Morphine methylsulfonate,9306,I,Y,
Morphine-N-oxide,9307,I,Y,
"MT-45 (1-cyclohexyl-4-(1,2-diphenylethyl)piperazine)",9560,I,Y,
Myrophine,9308,I,Y,
N-(1-Phenethylpiperidin-4-yl)-N-phenyltetrahydrofuran-2-carboxamide,9843,I,Y,Tetrahydrofuranyl fentanyl
N-(2-Fluorophenyl)-N-(1-phenethylpiperidin-4-yl)propionamide,9816,I,Y,ortho-Fluorofentanyl or 2-fluorofentanyl
N-(Adamantan-1-yl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide,7047,I,N,FUB-AKB48; FUB-APINACA; AKB48 N-(4-FLUOROBENZYL)
"N,N-Dimethylamphetamine",1480,I,N,
Nabilone,7379,II,N,Cesamet
Nalorphine,9400,III,Y,Nalline
Nandrolone (17β-hydroxyestr-4-en-3-one),4000,III,N,Deca-Durabolin; Durabolin; Durabolin-50
Naphthalen-1-yl(1-(pent-4-en-1-yl)-1H-indol-3-yl)methanone (JWH–022),7000,I,N,
Naphyrone,1258,I,N,Naphthylpyrovalerone; 1-(naphthalen-2-yl)-2-(pyrrolidin-1-yl)pentan-1-one (Positional Isomer: α -naphyrone)
Naturally derived delta-9-tetrahydrocannabinols in a U.S. Food and Drug Administration approved product or in marijuana subject to a state medical marijuana license,7386,III,N,"(i) Naturally derived delta-9-tetrahydrocannabinols means those delta-9-tetrahydrocannabinols, except as in paragraphs 21 CFR 1308.13(g)(2) and (3), that are naturally contained in a plant of the genus Cannabis (cannabis plant) (ii) Naturally derived delta-9-tetrahydrocannabinols do not include any material, compound, mixture, or preparation that falls within the definition of hemp set forth in 7 U.S.C. 1639o (iii) Naturally derived delta-9-tetrahydrocannabinols do not include any delta-9-tetrahydrocannabinols contained in substances excluded from the definition of marijuana as set forth in 21 U.S.C 802(16)(B)(ii)"
N-Benzylpiperazine,7493,I,N,BZP; 1-benzylpiperazine
N-Desethyl isotonitazene (N-ethyl-2-(2-(4-isopropoxylbenzyl)-5-nitro-1H-benzimidazol-1-yl)ethan-1-amin),9760,I,Y,
N-Ethyl-1-phenylcyclohexylamine,7455,I,N,PCE
N-Ethyl-2-(5-nitro-2-(4-propoxybenzyl)-1H-benzimidazol-1-yl)ethan-1-amine,9769,I,Y,N-Desethyl protonitazene
N-Ethyl-3-piperidyl benzilate,7482,I,N,JB 323
N-Ethylamphetamine,1475,I,N,NEA
N-Ethylhexedrone,7246,I,N,α-Ethylaminohexanophenone; 2-(ethylamino)-1-phenylhexan-1-one
"N-Ethylpentylone (1-(1,3-benzodioxol-5-yl)-2-(ethylamino)-pentan-1-one)",7543,I,N,"Ephylone (Positional Isomers: 3,4-methylenedioxy-α-propylaminobutiophenone; isopropyl butylone (MDIPBP))"
"N-Hydroxy-3,4-methylenedioxyamphetamine",7402,I,N,N-Hydroxy MDA
Nicocodeine,9309,I,Y,
Nicomorphine,9312,I,Y,Vilan
Nimetazepam,2837,IV,N,Erimin
Nitrazepam,2834,IV,N,Mogadon
NM2201; CBL2201 (Naphthalen-1-yl 1-(5-fluoropentyl)-1H-indole-3-carboxylate),7221,I,N,
N-Methyl-3-piperidyl benzilate,7484,I,N,JB 336
Noracymethadol,9633,I,Y,
"Norbolethone (13β,17α-diethyl-17β-hydroxygon-4-en-3-one)",4000,III,N,Genabol
Norclostebol (4-chloro-17β-hydroxyestr-4-en-3-one),4000,III,N,Anabol-4-19; Lentabol
Nordiazepam,2838,IV,N,Nordazepam; Demadar; Madar
Norethandrolone (17α-ethyl-17β-hydroxyestr-4-en-3-one),4000,III,N,Nilevar; Pronabol; Solevar
Norfentanyl (N-phenyl-N-(piperidin-4-yl)propionamide),8366,II,Y,
Norlevorphanol,9634,I,Y,
Normethadone,9635,I,Y,Phenyldimazone
Normethandrolone (17α-methyl-17β-hydroxyestr-4-en-3-one),4000,III,N,Lutenin; Matronal; Orgasteron
Normorphine,9313,I,Y,
Noroxymorphone,9668,II,Y,
Norpipanone,9636,I,Y,
N-Piperidinyl etonitazene (2-(4-ethoxybenzyl)-5-nitro-1-(2-(piperidin-1-yl)ethyl-1H-benzimidazole),9761,I,Y,Etonitazepipne
N-Pyrrolidino etonitazene (2-(4-ethoxybenzyl)-5-nitro-1-(2-(pyrrolidin-1-yl)ethyl)-1H-benzimidazole),9758,I,Y,Etonitazepyne
Ocfentanil,9838,I,Y,N-(2-Fluorophenyl)-2-methoxy-N-(1-phenethylpiperidin-4-yl)acetamide
Oliceridine (N-[(3-methoxythiophen-2-yl)methyl] ({2-[(9R)-9-(pyridin-2-yl)-6-oxaspiro [4.5]decan-9-yl]ethyl{time} )amine fumarate),9245,II,Y,
Opium combination product 25 mg/du,9809,III,Y,"Paregoric, other combination products"
Opium extracts,9610,II,Y,
Opium fluid extract,9620,II,Y,
Opium poppy Opium preparations - 100 mg/(100 ml or 100 gm),9650,II,Y,Papaver somniferum Parepectolin; Kapectolin PG; Kaolin Pectin P.G.
Opium tincture,9630,II,Y,Laudanum
"Opium, granulated",9640,II,Y,Granulated opium
"Opium, powdered",9639,II,Y,Powdered opium
"Opium, raw",9600,II,Y,Raw opium; gum opium
Oripavine,9330,II,Y,
ortho-Chlorofentanyl (N-(2-chlorophenyl)-N-(1-phenethylpiperidin-4-yl)propionamide),9828,I,Y,
ortho-Fluoroacryl fentanyl (N-(2-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)acrylamide),9852,I,Y,
ortho-Fluorobutyryl fentanyl (N-(2-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)butyramide; also known as 2-fluorobutyryl fentanyl),9846,I,Y,
ortho-Fluorofuranyl fentanyl (N-(2-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)furan-2-carboxamide),9863,I,Y,
ortho-Fluoroisobutyryl fentanyl (N-(2-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)isobutyramide),9853,I,Y,
ortho-Methyl acetylfentanyl (N-(2-methylphenyl)-N-(1-phenethylpiperidin-4-yl)acetamide; also known as 2-methyl acetylfentanyl),9848,I,Y,
ortho-Methyl methoxyacetyl fentanyl (2-methoxy-N-(2-methylphenyl)-N-(1-phenethylpiperidin-4-yl)acetamide),9820,I,Y,2-Methyl methoxyacetyl fentanyl
ortho-Methylcyclopropylfentanyl (N-(2-methylphenyl)-N-(1-phenethylpiperidin-4-yl)cyclopropanecarboxamide),9849,I,Y,
Oxandrolone (17α-methyl-17β-hydroxy-2-oxa-5α-androstan-3-one),4000,III,N,Anavar; Lonavar; Oxandrin; Provitar; Vasorome
Oxazepam,2835,IV,N,Serax; Serenid-D
Oxazolam,2839,IV,N,Serenal; Convertal
Oxycodone,9143,II,Y,OxyContin; Percocet; Endocet; Roxicodone; Roxicet
"Oxymesterone (17α-methyl-4,17β-dihydroxyandrost-4-en-3-one)",4000,III,N,Anamidol; Balnimax; Oranabol; Oranabol 10
Oxymetholone (17α-methyl-2-hydroxymethylene-17β-hydroxy-5α-androstan-3-one),4000,III,N,Anadrol-50; Adroyd; Anapolon; Anasteron; Pardroyd
Oxymorphone,9652,II,Y,Numorphan
para-Chlorofentanyl (N-(4-chlorophenyl)-N-(1-phenethylpiperidin-4-yl)propionamide),9818,I,Y,
para-Chloroisobutyryl fentanyl,9826,I,Y,N-(4-Chlorophenyl)-N-(1-phenethylpiperidin-4-yl)isobutyramide
para-Fluoro furanyl fentanyl (N-(4-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)furan-2-carboxamide),9854,I,Y,
para-Fluoro valeryl fentanyl (N-(4-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)pentanamide),9870,I,Y,
para-Fluorobutyryl fentanyl,9823,I,Y,N-(4-Fluorophenyl)-N-(1-phenethylpiperidin-4-yl)butyramide
para-Fluorofentanyl,9812,I,Y,China White; fentanyl
Parahexyl,7374,I,N,Synhexyl
Paraldehyde,2585,IV,N,Paral
para-Methoxybutyryl fentanyl,9837,I,Y,N-(4-Methoxyphenyl)-N-(1-phenethylpiperidin-4-yl)butyramide
para-Methoxyfuranyl fentanyl (N-(4-methoxyphenyl)-N-(1-phenethylpiperidin-4-yl)furan-2-carboxamide),9859,I,Y,
para-Methoxymethamphetamine (PMMA); 1-(4-methoxyphenyl)-N-methylpropan-2-amine,1245,I,N,(Positional isomer: methoxyphenamine (OMMA))
para-Methylcyclopropylfentanyl (N-(4-methylphenyl)-N-(1-phenethylpiperidin-4-yl)cyclopropanecarboxamide),9865,I,Y,
para-Methylfentanyl (N-(4-methylphenyl)-N-(1-phenethylpiperidin-4-yl)propionamide; also known as 4-methylfentanyl),9817,I,Y,
PB-22 (quinolin-8-yl 1-pentyl-1H-indole-3-carboxylate),7222,I,N,QUPIC; PB-22
Pemoline,1530,IV,N,Cylert
Pentazocine,9709,IV,N,Talwin; Talwin NX; Talacen; Talwin Compound
Pentedrone (α-methylaminovalerophenone),1246,I,N,"2-(Methylamino)-1-phenylpentan-1-one (Positional Isomers: 3-methylethcathinone (3-MEC), 4-ethylmethcathinone (4-EMC), 4-methylbuphedrone (4-MeMABP;4-MeBP), 3,4-dimethylmethcathinone (3,4-DMMC),N-ethylbuphedrone (NEB),N-ethyl-N-methylcathinone(EMC))"
Pentobarbital,2270,II,N,Nembutal
Pentobarbital & noncontrolled active ingred.,2271,III,N,FP-3
Pentobarbital suppository dosage form,2271,III,N,WANS
Pentylone,7542,I,N,"bk-MBDP; 1-(1,3-benzodioxol-5-yl)-2-(methylamino)pentan-1-one (Positional Isomers: dibutylone (bk-DMBDB) and propylone (3',4'-methylenedioxy-N-propylaminocathinone; 1-(benzo[d][1,3]dioxol-5-yl)-2-(propylamino)propan-1-one); 2,3-methylenedioxy-α-ethylaminobutiophenone)"
